adp_code,adp_name,financial_year,cidp_code,sector_name,programme_name,subprogramme_name,project_name,location_text,subcounty,ward,sublocation,village,activity_description,estimated_cost,funding_source,timeframe,performance_indicator,target,plan_status,implementing_agency,cross_cutting_issues,source_pdf_page,raw_text
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,Wate r Extra ction Equip ment and Tech nolog y,Hydrogeol ogical Survey Equipment,Macha kos Central,,,,,Purcha sing of Hydrog eologic al Survey Equip ment,2800000.0,CGM,Q1 - Q4,No. of Hydrogeol ogical Survey Equipment procured,,1 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,310,Wate Hydrogeol Macha Purcha 2.8 CG Q1 - No. of 1 New Depart Solar | r ogical kos sing of M Q4 Hydrogeol ment power | Extra Survey Central Hydrog ogical of ing | ction Equipment eologic Survey Water | Equip al Equipment Establ | ment Survey procured ishme | and Equip nt of | Tech ment tree | nolog nurser | y ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,Wate r Quali ty Analy sis,Treatment Plant Constructi on,Selecte d wards,,,,,"Masonr y, weldin g, electric al and plumbi ng works",33100000.0,CGM,Q1 - Q4,No. of water treatment plants constructe d,,2 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,310,"Wate Treatment Selecte Masonr 33.1 CG Q1 - No. of 2 New Depart Solar | r Plant d y, M Q4 water ment power | Quali Constructi wards weldin treatment of ing | ty on g, plants Water | Analy electric constructe Establ | sis al and d ishme | plumbi nt of | ng tree | works nurser | ies | ions | )"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Boreholes Analysis,County wide,,,,,Testing and analysi ng borehol e water to establis h suitabil ity,830000.0,CGM,Q1 - Q4,No. of boreholes tested/anal yzed,,150 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,311,Boreholes County Testing 0.83 CG Q1 - No. of 150 New Depart Solar | Analysis wide and M Q4 boreholes ment power | analysi tested/anal of ing | ng yzed Water | borehol Establ | e water ishme | to nt of | establis tree | h nurser | suitabil ies | ity
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Water Treatment Chemicals /Subsidies,Selecte d wards,,,,,Purcha sing and provisi on of water treatme nt chemic als to WSPs,90000000.0,CGM,Q1 - Q4,No. of WSPs provided with subsidies and water treatment chemicals,,6 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,311,Water Selecte Purcha 90 CG Q1 - No. of 6 New Depart Solar | Treatment d sing M Q4 WSPs ment power | Chemicals wards and provided of ing | /Subsidies provisi with Water | on of subsidies Establ | water and water ishme | treatme treatment nt of | nt chemicals tree | chemic nurser | als to ies | WSPs
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Development and Promotion of Irrigation,Devel opme nt and Prom otion of Irriga,Irrigation Schemes/ Canals Rehabilitat ed/Expand ed,Selecte d wards,,,,,Masonr y and plumbi ng works,397000000.0,CGM/ NG,Q1 - Q4,No. of irrigation schemes and canals expanded and rehabilitat ed,,3 New,Department of Water,Establ ishme nt of tree nurser ies,311,Devel Irrigation Selecte Masonr 397 CG Q1 - No. of 3 New Depart Establ | opme Schemes/ d y and M/ Q4 irrigation ment ishme | nt Canals wards plumbi NG schemes of nt of | and Rehabilitat ng and canals Water tree | Prom ed/Expand works expanded nurser | otion ed and ies | of rehabilitat | Irriga ed
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Development and Promotion of Irrigation,tion,Weirs constructio n,County wide,,,,,Masonr y and plumbi ng works,44100000.0,CGM,Q1 - Q4,No. of weirs constructe d for irrigation,,20 New,Department of Water,Establ ishme nt of tree nurser ies,311,tion Weirs County Masonr 44.1 CG Q1 - No. of 20 New Depart Establ | constructio wide y and M Q4 weirs ment ishme | n plumbi constructe of nt of | ng d for Water tree | works irrigation nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,Sewer Treat ment Plant s and Netw ork Const ructio n,Sewer Treatme nt Plant and Network Rehabilit ation,Selecte d wards,,,,,"Masonr y, plumbi ng and electric al works",88200000.0,CGM,Q1 - Q4,No. of Sewer Treatment Plant and network rehabilitat ed,,1 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,311,"Sewer Sewer Selecte Masonr 88.2 CG Q1 - No. of 1 New Depart Recyc | Treat Treatme d y, M Q4 Sewer ment ling | ment nt Plant wards plumbi Treatment of waste | Plant and ng and Plant and Sewer water | s and Network electric network age for | Netw Rehabilit al rehabilitat Manag use in | ork ation works ed ement irrigat | Const and ion | ions | ) | ructio Sanitat | n ion"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Onsite Sanitatio n Treatme nt,Selecte d wards,,,,,"Construction, Sludgin g",17600000.0,CGM,Q1 - Q4,No. of Onsite Sanitation Treatment i.e. Decentrali zed Treatment Facility,,2 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,312,"Onsite Selecte Constr 17.6 CG Q1 - No. of 2 New Depart Recyc | Sanitatio d uction, M Q4 Onsite ment ling | n wards Sludgin Sanitation of waste | Treatme g Treatment Sewer water | nt i.e. age for | Decentrali Manag use in | zed ement irrigat | Treatment and ion | Facility Sanitat | ion"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Sanitation Blocks Constructi on,Selecte d wards,,,,,Masonr y and plumbi ng works,8800000.0,CGM,Q1 - Q4,No. of Sanitation Blocks constructe d,,2 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,312,Sanitation Selecte Masonr 8.8 CG Q1 - No. of 2 New Depart Recyc | Blocks d y and M Q4 Sanitation ment ling | Constructi wards plumbi Blocks of waste | on ng constructe Sewer water | works d age for | Manag use in | ement irrigat | and ion | Sanitat | ion
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Exhauster Acquisitio n,Macha kos Central,,,,,Purcha sing of exhaust er truck,26500000.0,CGM,Q1 - Q4,No. of Exhauster Trucks procured,,2 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,312,Exhauster Macha Purcha 26.5 CG Q1 - No. of 2 New Depart Recyc | Acquisitio kos sing of M Q4 Exhauster ment ling | n Central exhaust Trucks of waste | er truck procured Sewer water | age for | Manag use in | ement irrigat | and ion | Sanitat | ion
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Fecal Sludge Manageme nt Treatment Plants Constructi on,Selecte d wards,,,,,Sludgin g,33100000.0,CGM,Q1 - Q4,No. of Fecal Sludge Manageme nt treatment plants constructe d,,2 New,Department of Sewer age Manag ement and Sanitat ion,Gravit ationa l reticul ation and use of bio- septic (eco- friend ly sewag e treatm ent),312,Fecal Selecte Sludgin 33.1 CG Q1 - No. of 2 New Depart Gravit | Sludge d g M Q4 Fecal ment ationa | Manageme wards Sludge of l | nt Manageme Sewer reticul | Treatment nt age ation | Plants treatment Manag and | Constructi plants ement use of | on constructe and bio- | d Sanitat septic | ion (eco- | friend | ly | sewag | e | ions | ) | treatm | ent)
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Public Toilets Constructi on,Selecte d wards,,,,,"Masonr y, plumbi ng and electric al works",22000000.0,CGM,Q1 - Q4,No. of modern public toilets constructe d,,10 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,313,"Public Selecte Masonr 22 CG Q1 - No. of 10 New Depart Recyc | Toilets d y, M Q4 modern ment ling | Constructi wards plumbi public of waste | on ng and toilets Sewer water | electric constructe age for | al d Manag use in | works ement irrigat | and ion | Sanitat | ion"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Toilets Refurbish ment,County wide,,,,,"Masonr y, plumbi ng and electric al works",4400000.0,CGM,Q1 - Q4,No. of modern toilets refurbishe d and maintained,,20 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,313,"Toilets County Masonr 4.4 CG Q1 - No. of 20 New Depart Recyc | Refurbish wide y, M Q4 modern ment ling | ment plumbi toilets of waste | ng and refurbishe Sewer water | electric d and age for | al maintained Manag use in | works ement irrigat | and ion | Sanitat | ion"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Pit Latrines Constructi on,County wide,,,,,"Masonr y, plumbi ng and electric al works",18500000.0,CGM,Q1 - Q4,No. of pit latrines constructe d,,28 New,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,313,"Pit County Masonr 18.5 CG Q1 - No. of pit 28 New Depart Recyc | Latrines wide y, M Q4 latrines ment ling | Constructi plumbi constructe of waste | on ng and d Sewer water | electric age for | al Manag use in | works ement irrigat | and ion | Sanitat | ion"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Sewerage System and Sanitation Management,,Water Reticulatio n,County wide,,,,,Plumbi ng works,4200000.0,CGM,Q1 - Q4,No. of toilets with reticulated water,,40 new,Department of Sewer age Manag ement and Sanitat ion,Recyc ling waste water for use in irrigat ion,313,Water County Plumbi 4.2 CG Q1 - No. of 40 new Depart Recyc | Reticulatio wide ng M Q4 toilets ment ling | n works with of waste | reticulated Sewer water | water age for | Manag use in | ement irrigat | and ion | Sanitat | ion
